"ARJAY WIRELESS, INC. OF PENNSYLVANIA",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,NEW HYDE PARK,NY
ARMSTRONG FURNITURE CORP.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,BROOKLYN,NY
ARN FURNITURE CORP.,Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Exchanged - GEX,BRONX,NY
ARN FURNITURE CORP.,Furniture Sales - 242,Non-Delivery of Goods - N01,Cash Amount - AMT,BRONX,NY
"ARS NATIONAL SERVICES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,ROSWELL,GA
"ARS NATIONAL SERVICES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,ROSWELL,GA
"ARS NATIONAL SERVICES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,ROSWELL,GA
"ARS NATIONAL SERVICES, INC.",Debt Collection Agency - 122,Breach of Contract - B03,Bill Reduced - BLR,ROSWELL,GA
ARTE PASTA,Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
ASAP TOWING INC.,Tow Truck Company - 124,Misrepresentation - M01,Consumer Took Action - CTA,MASPETH,NY
ASAP TOWING INC.,Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,MASPETH,NY
ASAP TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,MASPETH,NY
ASHEVITTE FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,BROOKLYN,NY
ASHLEY FURNITURE HOMESTORE,Furniture Sales - 242,Damaged Goods - D01,Store Credit - SCR,ARCADIA,WI
ASHLEY FURNITURE HOMESTORE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,BROOKLYN,NY
"ASHMATT MULTI-SERVICES, INC.",Employment Agency - 034,"Misrepresentation - M01, Non-Delivery of Service - N02",Cash Amount - AMT,WOODSIDE,NY
"ASHMATT MULTI-SERVICES, INC.",Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,WOODSIDE,NY
ASPIRE RESOURCES,Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,WEST DES MOINES,IA
ASP NYC,Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
ASP NYC,Employment Agency - 034,Breach of Contract - B03,Advised to Sue - ATS,NEW YORK,NY
"ASSET ACCEPTANCE, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,WARREN,MI
"ASSET ACCEPTANCE, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,WARREN,MI
"ASSET ACCEPTANCE, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,WARREN,MI
"ASSET ACCEPTANCE RECOVERY SERVICES, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Referred to Outside - RTO,WARREN,MI
ASSET RECOVERY SOLUTIONS LLC,Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,DES PLAINES,IL
ASSOCIATED SUPERMARKET,Supermarket  - 819,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
ASSOCIATED SUPERMARKET,Supermarket  - 819,Non-Delivery of Goods - N01,Goods Received - GDR,BROOKLYN,NY
ASSOCIATED SUPERMARKET,Supermarket  - 819,Non-Delivery of Goods - N01,No Satisfactory Agreement - NSA,NEW YORK,NY
ASTOR PARKING LLC,Garage - 049,Damaged Goods - D01,Cash Amount - AMT,NEW YORK,NY
A SUIT THAT FITS INC.,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,NEW YORK,NY
ATC FURNITURE & MORE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,ELMHURST,NY
"ATG CREDIT, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,ROSWELL,GA
ATLANTIC DINER,Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,SOUTH RICHMOND HILL,NY
ATLANTIC MANAGEMENT USA CORP.,Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
"AT MECHANICAL, LLC",Electronic & Home Appliance Service Dealer - 115,Quality of Work - Q01,Advised to Sue - ATS,WHITESTONE,NY
A TO Z FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,BROOKLYN,NY
AT & T MOBILITY,Misc Non-Food Retail - 817,Billing Dispute - B02,No Business Response - NVR,NORTH PALM BEACH,FL
AUTO AND TIRE SPOT CORP.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Referred to Outside - RTO,BROOKLYN,NY
AUTO FIELD CORP.,Secondhand Dealer Auto - 005,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,JAMAICA,NY
AUTO GALLERY MOTORS LLC,Secondhand Dealer Auto - 005,Breach of Contract - B03,Advised to Sue - ATS,DOUGLASTON,NY
AUTO GALLERY MOTORS LLC,Secondhand Dealer Auto - 005,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,DOUGLASTON,NY
AUTO GALLERY MOTORS LLC,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,Cash Amount - AMT,DOUGLASTON,NY
"AUTOMOTIVE RESOURCES, LLC",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,LONG IS CITY,NY
"AUTOMOTIVE RESOURCES, LLC",Secondhand Dealer Auto - 005,Breach of Warranty - B04,Cash Amount - AMT,LONG IS CITY,NY
AUTORAMA ENTERPRISES INC.,Tow Truck Company - 124,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BRONX,NY
AUTORAMA ENTERPRISES INC.,Tow Truck Company - 124,Damaged Goods - D01,Advised to Sue - ATS,BRONX,NY
AVI & CO NY CORP.,Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,NEW YORK,NY
AVIS,Auto Rental - 213,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
"AVIS BUDGET CAR RENTAL, LLC",Auto Rental - 213,Non-Delivery of Goods - N01,Credit Card Refund and/or Contract Cancelled - CRC,PARSIPPANY,NJ
AVON BEAUTY SUPPLY,Misc Non-Food Retail - 817,Refund Policy - R01,Cash Amount - AMT,SOUTH RICHMOND HILL,NY
A & W COLLISION  INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,OZONE PARK,NY
"AWNINGS, FENCES & DOORS COMPANY, INC.",Misc Non-Food Retail - 817,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
A & Y CONSULTANTS,Employment Agency - 034,Misrepresentation - M01,No Business Response - NVR,NEW YORK,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Closed without Notice,Out of Business - OOB,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Non-Delivery of Service - N02,Unable to Locate Business - ULV,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Non-Delivery of Goods - N01,Out of Business - OOB,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,"Closed without Notice, Non-Delivery of Goods - N01",Out of Business - OOB,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Closed without Notice,Out of Business - OOB,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Non-Delivery of Goods - N01,Out of Business - OOB,JACKSON HEIGHTS,NY
AZTECA MEX EXPRESS,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,Out of Business - OOB,JACKSON HEIGHTS,NY
BALLY'S TOTAL FITNESS,Misc Non-Food Retail - 817,"Billing Dispute - B02, Surcharge/Overcharge - S02",Resolved and Consumer Satisfied - SPF,CHICAGO,IL
BALLY TOTAL FITNESS CORPORATION,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,CHICAGO,IL
BAM'S AUTO BODY,Tow Truck Company - 124,Billing Dispute - B02,Referred to Outside - RTO,OZONE PARK,NY
"BARCLAY REX PIPE SHOP, INC.",Cigarette Retail Dealer - 127,Damaged Goods - D01,No Satisfactory Agreement - NSA,NEW YORK,NY
BARGAIN LAND,Misc Non-Food Retail - 817,Defective Goods - D02,Cash Amount - AMT,BROOKLYN,NY
BARNES & NOBLE,Misc Non-Food Retail - 817,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
BARRYMORE THEATRE,Misc Non-Food Retail - 817,Refund Policy - R01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
BASHA FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Goods Received - GDR,BRONX,NY
BASSETT FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,BASSETT,VA
BATH AVE MOBIL,Gas Station-Retail - 815,Misrepresentation - M01,Advised to Sue - ATS,BROOKLYN,NY
BATHKITCHENDECOR,Mailorder Misc - 319,"Non-Delivery of Goods - N01, Refund Policy - R01",Consumer Took Action - CTA,FRESH MEADOWS,NY
BAYA INC. MOVING & STORAGE,Storage Warehouse - 120,Damaged Goods - D01,Advised to Sue - ATS,BRONX,NY
BAYA INC. MOVING & STORAGE,Storage Warehouse - 120,Lost Property - L02,Advised to Sue - ATS,BRONX,NY
BAY CARPET,Misc Non-Food Retail - 817,Misrepresentation - M01,Cash Amount - AMT,GLENDALE,NY
"BAY RIDGE AUTOMOTIVE COMPANY, LLC",Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,BROOKLYN,NY
BAY RIDGE FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Goods Repaired - GRS,BROOKLYN,NY
"BAY RIDGE NISSAN, INC.",Secondhand Dealer Auto - 005,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
"BAY RIDGE NISSAN, INC.",Secondhand Dealer Auto - 005,Billing Dispute - B02,No Satisfactory Agreement - NSA,BROOKLYN,NY
"BAY RIDGE NISSAN, INC.",Secondhand Dealer Auto - 005,Outstanding Judgment - J01,Agency Collected Judgement - ACJ,BROOKLYN,NY
"BAY RIDGE NISSAN, INC.",Secondhand Dealer Auto - 005,Defective Goods - D02,Cash Amount - AMT,BROOKLYN,NY
BAY RIDGE TOYOTA INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,Advised to Sue - ATS,BROOKLYN,NY
BAY RIDGE TOYOTA INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
BAY RIDGE TOYOTA INC.,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,BROOKLYN,NY
Bay Ridge Volvo-American Inc.,Misc Non-Food Retail - 817,Billing Dispute - B02,Advised to Sue - ATS,BROOKLYN,NY
"BAYSIDE CHRYSLER/PLYMOUTH JEEP/EAGLE, INC.",Secondhand Dealer Auto - 005,Breach of Contract - B03,Consumer Took Action - CTA,BAYSIDE,NY
BAY WAY FURNITURE CORP,Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BROOKLYN,NY
BCBG MAX AZRIA,Wearing Apparel  - 450,Defective Goods - D02,Advised to Sue - ATS,VERNON,CA
B&C CAREER SERVICES,Employment Agency - 034,Billing Dispute - B02,Cash Amount - AMT,NEW YORK,NY
B&C INK,Employment Agency - 034,Non-Delivery of Service - N02,No Business Response - NVR,NEW YORK,NY
"B.D.F. APPLIANCE, INC.",Appliances - 244,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,FRESH MEADOWS,NY
BEAR TRANSPORTATION LLC,Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,BRONX,NY
"BEAUTY QUEEN SUPPLIES, LTD",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,ASTORIA,NY
BEAUTY WORLD BEAUTY SUPPLY,Misc Non-Food Retail - 817,Wrong Goods - W01,Advised to Sue - ATS,JAMAICA,NY
"BECK CHEVROLET CO.,  INC.",Secondhand Dealer Auto - 005,Defective Goods - D02,Referred to Outside - RTO,YONKERS,NY
BED BUG LAUNDRY SERVICE,Laundry - 064,Surcharge/Overcharge - S02,Advised to Sue - ATS,NEW YORK,NY
BEDDING DISCOUNTERS & FINE FURNITURE,Furniture Sales - 242,"Damaged Goods - D01, Non-Delivery of Goods - N01",Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
BEDDING DISCOUNTERS & FINE FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,BROOKLYN,NY
BEDDING DISCOUNTERS & FINE FURNITURE,Furniture Sales - 242,Defective Goods - D02,No Satisfactory Agreement - NSA,BROOKLYN,NY
BELL PAK CORP,Electronic Store - 001,Defective Goods - D02,No Satisfactory Agreement - NSA,JACKSON HTS,NY
"BEN HUR MOVING & STORAGE, INC.",Storage Warehouse - 120,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BRONX,NY
"BENROCK SALES, LLC",Secondhand Dealer Auto - 005,Misrepresentation - M01,Advised to Sue - ATS,RIDGEWOOD,NY
BEST AUTO OUTLET,Secondhand Dealer Auto - 005,Misrepresentation - M01,No Satisfactory Agreement - NSA,FLORAL PARK,NY
BEST AVENUE U FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,BROOKLYN,NY
"BEST BUY CO., INC.",Appliances - 244,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,LISLE,IL
BEST BUY HOUSEWARES,Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BROOKLYN,NY
"BEST BUY STORES, L.P.",Electronic Store - 001,Non-Delivery of Goods - N01,Store Credit - SCR,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Defective Goods - D02,Store Credit - SCR,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Non-Delivery of Goods - N01,Goods Received - GDR,LISLE,IL
"BEST BUY STORES, L.P.",Electronic Store - 001,Defective Goods - D02,Goods Exchanged - GEX,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,Cash Amount - AMT,LISLE,IL
"BEST BUY STORES, L.P.",Electronic Store - 001,Breach of Warranty - B04,Advised to Sue - ATS,LISLE,IL
"BEST BUY STORES, L.P.",Electronic Store - 001,Surcharge/Overcharge - S02,Referred to Outside - RTO,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Refund Policy - R01,Cash Amount - AMT,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Non-Delivery of Goods - N01,Advised to Sue - ATS,LISLE,IL
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,Store Credit - SCR,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Appliances - 244,Breach of Warranty - B04,Resolved and Consumer Satisfied - SPF,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,LISLE,IL
"BEST BUY STORES, L.P.",Electronic Store - 001,"Damaged Goods - D01, Refund Policy - R01",Goods Exchanged - GEX,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic & Home Appliance Service Dealer - 115,Exchange Goods/Contract Cancelled - E01,Referred to Manufacturer - RMF,MINNEAPOLIS,MN
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,LISLE,IL
"BEST BUY STORES, L.P.",Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,LISLE,IL
"BEST BUY STORES, L.P.",Electronic Store - 001,Non-Delivery of Goods - N01,Goods Exchanged - GEX,MINNEAPOLIS,MN
BESTBUY WIRELESS INC,Electronic Store - 001,Surcharge/Overcharge - S02,Advised to Sue - ATS,NEW YORK,NY
BESTBUY WIRELESS INC,Electronic Store - 001,Misrepresentation - M01,No Satisfactory Agreement - NSA,NEW YORK,NY
BESTBUY WIRELESS INC,Electronic Store - 001,Misrepresentation - M01,Cash Amount - AMT,NEW YORK,NY
BESTBUY WIRELESS INC,Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,NEW YORK,NY
BESTBUY WIRELESS INC,Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,NEW YORK,NY
BESTBUY WIRELESS INC,Electronic Store - 001,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
BEST FRESH SUPERMARKET INC.,Other,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
BEST FURNITURE HOUSE CORP.,Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Exchanged - GEX,BRONX,NY
"BEST HOME DECORATORS, INC.",Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BROOKLYN,NY
BEST MOBILE BROADWAY CORP,Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,NEW YORK,NY
BEST MOBILE BROADWAY CORP,Electronic Store - 001,Misrepresentation - M01,Cash Amount - AMT,NEW YORK,NY
BEST MOBILE BROADWAY CORP,Electronic Store - 001,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
BESTPRICEPHOTO,Internet Complaints - 443,Misrepresentation - M01,Out of Business - OOB,BROOKLYN,NY
BETTCO & SON FURNITURE WORLD INC.,Furniture Sales - 242,Non-Delivery of Goods - N01,Cash Amount - AMT,BROOKLYN,NY
BEVERLY HILLS BRIDAL SHOP INC.,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,BROOKLYN,NY
BEVERLY HILLS FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,JAMAICA,NY
"BEYOND CELLULAR, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,JAMAICA,NY
"BGL CREDIT, LTD.",Debt Collection Agency - 122,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,WOODMERE,NY
B & H CARPET RUG & UPHOLSTERY CARE,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Cash Amount - AMT,NEW YORK,NY
BH GALAXY WIRELESS INC,Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BRONX,NY
BH GALAXY WIRELESS INC,Electronic Store - 001,Misrepresentation - M01,Store Credit - SCR,BRONX,NY
BH GOLD INC.,Jewelry Store-Retail - 823,Misrepresentation - M01,Cash Amount - AMT,BRONX,NY
BHI WORLD ELECTRONICS INC.,Electronic Store - 001,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
B & H PHOTO VIDEO PRO AUDIO LLC,Electronic Store - 001,Defective Goods - D02,Cash Amount - AMT,NEW YORK,NY
B'H WIRELESS OF NY CORP.,Electronic Store - 001,Non-Delivery of Goods - N01,Goods Received - GDR,BRONX,NY
BID EASY LLC,Mailorder Misc - 319,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,BROOKLYN,NY
BIG APPLE MEAT MARKET,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
BIG APPLE STYLE FURNITURE,Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,NEW YORK,NY
BIG CITY INTERIORS,Misc Non-Food Retail - 817,Breach of Contract - B03,Advised to Sue - ATS,NEW YORK,NY
BIG LINE FURNITURE,Furniture Sales - 242,Misrepresentation - M01,Unable to Locate Business - ULV,BRONX,NY
BIG TIME TOWING INC,Tow Truck Company - 124,Billing Dispute - B02,Consumer Took Action - CTA,BROOKLYN,NY
BIG TIME TOWING INC,Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,BROOKLYN,NY
BIKRAM YOGA NYC,Health Spa - 839,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
BILL'S DISCOUNT FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,NEW YORK,NY
"BJ'S WHOLESALE CLUB, INC.",Electronic Store - 001,Surcharge/Overcharge - S02,Referred to Outside - RTO,BROOKLYN,NY
BKNY THAI,Restaurant - 818,Surcharge/Overcharge - S02,Consumer Took Action - CTA,BAYSIDE,NY
BLACK STAR MUSIC & VIDEO,Mailorder Misc - 319,Non-Delivery of Goods - N01,Goods Received - GDR,NEW YORK,NY
"BLINDS, SHADES, GLASS & MORE",Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,ASTORIA,NY
BLINK IND. & ASSOCIATES,Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
BLOOMINGDALE'S INC.,Gift Certificate  - 895,Misrepresentation - M01,Store Credit - SCR,NEW YORK,NY
BLS INTERNATIONAL SERVICES,Travel Agency - 440,Lost Property - L02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
BLS INTERNATIONAL SERVICES USA INC.,Immigration Svc Prv - 893,Advertising/Misleading - A02,Unable to Locate Business - ULV,NEW YORK,NY
"BLUE STEEL SECURITY, INC.",Misc Non-Food Retail - 817,Breach of Contract - B03,No Business Response - NVR,BROOKLYN,NY
B & M ELECTRONIC DIAGNOSTIC REPAIR SERVICE INC,Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,ARVERNE,NY
"BMW OF MANHATTAN, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,No Satisfactory Agreement - NSA,NEW YORK,NY
"BMW OF MANHATTAN, INC.",Secondhand Dealer Auto - 005,Breach of Warranty - B04,Advised to Sue - ATS,NEW YORK,NY
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,MANCHESTER,CT
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Breach of Warranty - B04,Referred to Outside - RTO,YONKERS,NY
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Breach of Warranty - B04,No Satisfactory Agreement - NSA,MANCHESTER,CT
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,MANCHESTER,CT
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,MANCHESTER,CT
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,MANCHESTER,CT
BOB'S DISCOUNT FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,MANCHESTER,CT
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Non-Delivery of Goods - N01,No Satisfactory Agreement - NSA,MANCHESTER,CT
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,MANCHESTER,CT
"BOB'S DISCOUNT FURNITURE OF NY, LLC",Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"BOB'S DISCOUNT FURNITURE OF NY, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,FLUSHING,NY
"BOB'S DISCOUNT FURNITURE OF NY, LLC",Furniture Sales - 242,Wrong Goods - W01,Cash Amount - AMT,NEW YORK,NY
"BOB'S DISCOUNT FURNITURE OF NY, LLC",Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
